Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory,EmploymentStatus,IsBorrowerHomeowner,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,MonthlyLoanPayment,Investors
36,Completed,0.32576,4,Debt Consolidation,Employed,True,"$50,000-74,999",5083.333333,2000,83.8,31
36,Completed,0.31053,6,Debt Consolidation,Self-employed,False,"$50,000-74,999",4166.666667,5000,205.47,98
36,Completed,0.202,8,Other,Employed,True,"$50,000-74,999",5833.333333,5000,180.74,84
36,Completed,0.2951,7,Other,Employed,False,"$25,000-49,999",2750.0,2500,100.71,23
60,Completed,0.20358,8,Debt Consolidation,Full-time,True,"$75,000-99,999",7333.333333,6000,153.83,10
36,Completed,0.17069,8,Home Improvement,Employed,True,"$75,000-99,999",6500.0,5000,173.08,125
36,Completed,0.17271,8,Other,Full-time,False,"$75,000-99,999",7250.0,2400,83.31,155
36,Irrecoverable,0.35132,5,Other,Employed,False,"$1-24,999",1500.0,2000,86.54,31
36,Completed,0.38058,5,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,3500,157.04,97
36,Completed,0.17359,5,Other,Employed,False,"$25,000-49,999",2250.0,6500,223.7,102
36,Irrecoverable,0.37453,1,Debt Consolidation,Full-time,True,"$25,000-49,999",2158.333333,4000,180.94,38
36,Completed,0.34621,3,Business,Employed,False,"$50,000-74,999",5416.666667,7500,322.47,118
36,Completed,0.36275,4,Business,Full-time,False,"$75,000-99,999",7500.0,4500,200.62,69
36,Completed,0.13271,9,Debt Consolidation,Employed,False,"$50,000-74,999",4250.0,15000,492.15,462
36,Completed,0.35797,4,Other,Employed,True,"$25,000-49,999",3482.166667,3500,151.99,7
36,Completed,0.37453,5,Other,Part-time,False,"$25,000-49,999",2083.333333,4000,180.94,38
36,Completed,0.34621,7,Auto & Other Vehicles,Employed,False,"$75,000-99,999",7916.666667,7500,322.47,85
36,Completed,0.19546,8,Debt Consolidation,Employed,False,"$50,000-74,999",5000.0,7000,248.32,124
36,Completed,0.15398,8,Business,Self-employed,True,"$100,000+",8750.0,6900,233.32,181
36,Irrecoverable,0.30532,6,Debt Consolidation,Employed,True,"$75,000-99,999",6291.666667,10000,408.2,161
36,Completed,0.16005,8,Debt Consolidation,Full-time,True,"$50,000-74,999",4166.666667,6000,204.63,186
36,Completed,0.31032,2,Debt Consolidation,Employed,True,"$25,000-49,999",3416.666667,4000,163.56,84
36,Completed,0.22362,6,Debt Consolidation,Employed,True,"$75,000-99,999",6708.333333,15000,549.76,43
36,Completed,0.20461,9,Debt Consolidation,Full-time,False,"$50,000-74,999",4416.666667,1500,54.23,98
36,Completed,0.20572,9,Other,Full-time,False,"$25,000-49,999",2394.0,1000,35.58,89
36,Completed,0.15833,7,Debt Consolidation,Employed,True,"$75,000-99,999",7500.0,2000,67.38,1
36,Completed,0.35797,5,Debt Consolidation,Employed,False,"$1-24,999",1000.0,2320,100.75,22
36,Completed,0.30532,6,Debt Consolidation,Employed,False,"$50,000-74,999",4416.666667,7500,306.15,140
36,Irrecoverable,0.37699,4,Other,Full-time,False,"$25,000-49,999",3500.0,2000,89.34,95
36,Irrecoverable,0.2951,6,Debt Consolidation,Employed,False,"$50,000-74,999",4416.666667,7000,282.0,48
36,Completed,0.22372,6,Debt Consolidation,Self-employed,True,"$75,000-99,999",6416.666667,4000,146.62,81
36,Completed,0.11296,9,Debt Consolidation,Full-time,True,"$50,000-74,999",4750.0,6500,207.3,167
36,Completed,0.35132,4,Debt Consolidation,Employed,False,"$50,000-74,999",4916.666667,7500,324.54,51
36,Completed,0.35797,6,Home Improvement,Employed,True,"$75,000-99,999",7045.833333,4000,173.71,63
36,Completed,0.35356,4,Debt Consolidation,Employed,False,"$1-24,999",1440.0,4000,172.76,1
36,Completed,0.08829,10,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4583.333333,7000,217.71,142
36,Completed,0.08381,10,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",3166.666667,4000,125.42,100
36,Completed,0.2974,6,Debt Consolidation,Full-time,True,"$100,000+",11166.666667,8000,328.32,313
36,Completed,0.13068,9,Debt Consolidation,Employed,False,"$100,000+",9166.666667,15000,490.73,294
36,Completed,0.2897,7,Home Improvement,Full-time,False,"$25,000-49,999",2333.333333,1500,60.74,8
36,Completed,0.33097,8,Other,Employed,True,"$100,000+",8333.333333,2500,105.45,55
36,Completed,0.35356,2,Household Expenses,Not employed,True,$0,0.0,4000,172.76,1
36,Completed,0.12916,9,Debt Consolidation,Full-time,False,"$50,000-74,999",6000.0,3400,110.99,83
36,Completed,0.09643,9,Debt Consolidation,Full-time,True,"$25,000-49,999",3750.0,8000,255.52,354
36,Completed,0.19921,10,Debt Consolidation,Employed,True,"$25,000-49,999",2500.0,2000,70.57,36
36,Completed,0.20331,8,Debt Consolidation,Full-time,True,"$50,000-74,999",4333.333333,1800,64.17,85
36,Completed,0.31053,5,Debt Consolidation,Full-time,True,"$50,000-74,999",5008.333333,9000,369.85,62
36,Completed,0.09293,10,Debt Consolidation,Full-time,True,"$100,000+",8333.333333,3000,95.33,130
60,Completed,0.22693,4,Debt Consolidation,Employed,True,"$100,000+",12083.333333,25000,665.69,152
36,Completed,0.35797,3,Debt Consolidation,Employed,True,"$50,000-74,999",5333.333333,4000,173.71,7
60,Completed,0.26528,7,Home Improvement,Employed,True,"$25,000-49,999",2500.0,13500,388.21,130
36,Irrecoverable,0.35797,5,Debt Consolidation,Employed,False,"$25,000-49,999",2828.333333,3000,130.28,17
36,Completed,0.30532,6,Debt Consolidation,Employed,False,"$75,000-99,999",6833.333333,5000,204.1,54
36,Completed,0.283,8,Other,Full-time,False,"$25,000-49,999",3146.0,1800,72.5,96
36,Completed,0.35643,5,Debt Consolidation,Employed,True,"$50,000-74,999",6000.0,7000,304.84,23
36,Completed,0.12461,9,Other,Full-time,True,"$25,000-49,999",3750.0,3500,113.51,118
36,Completed,0.30285,6,Medical/Dental,Employed,False,"$50,000-74,999",5166.666667,3500,141.75,46
12,Completed,0.05927,10,Other,Employed,False,"$50,000-74,999",5416.666667,5000,428.01,86
36,Completed,0.13625,9,Home Improvement,Full-time,True,"$75,000-99,999",6250.0,5990,197.53,257
36,Completed,0.24246,7,Auto & Other Vehicles,Employed,True,"$50,000-74,999",5416.666667,6000,224.48,113
60,Completed,0.24763,8,Debt Consolidation,Employed,False,"$25,000-49,999",2500.0,9600,267.82,181
36,Irrecoverable,0.23117,6,Home Improvement,Full-time,False,"$25,000-49,999",3791.666667,1250,46.52,69
36,Completed,0.28339,4,Debt Consolidation,Employed,True,"$50,000-74,999",5166.666667,15000,592.36,27
36,Completed,0.26855,3,Debt Consolidation,Self-employed,False,"$25,000-49,999",3833.333333,10000,387.31,18
36,Completed,0.11448,9,Debt Consolidation,Full-time,False,"$50,000-74,999",5406.75,8000,255.7,317
36,Completed,0.12106,8,Debt Consolidation,Full-time,True,"$50,000-74,999",5916.666667,12000,387.21,479
36,Completed,0.25259,7,Other,Employed,True,"$100,000+",9166.666667,2000,75.84,6
36,Irrecoverable,0.33342,3,Debt Consolidation,Full-time,False,"$25,000-49,999",2250.0,2000,85.95,103
60,Completed,0.12716,10,Debt Consolidation,Employed,True,"$100,000+",12500.0,8750,188.03,1
36,Completed,0.25424,7,Debt Consolidation,Full-time,True,"$50,000-74,999",4500.0,7500,286.39,130
36,Completed,0.26681,5,Debt Consolidation,Employed,False,"$25,000-49,999",2125.0,6000,231.85,5
60,Completed,0.23277,4,Debt Consolidation,Not employed,False,$0,0.0,9000,242.52,129
60,Irrecoverable,0.28704,5,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4460.0,4000,120.0,65
36,Completed,0.28777,7,Debt Consolidation,Full-time,False,"$25,000-49,999",3833.333333,7000,283.72,246
36,Irrecoverable,0.35797,5,Household Expenses,Employed,True,"$50,000-74,999",5000.0,2000,86.85,39
36,Completed,0.33973,1,Home Improvement,Self-employed,True,"$100,000+",10000.0,4000,169.78,13
36,Completed,0.11464,9,Debt Consolidation,Full-time,False,"$1-24,999",1750.0,1500,47.79,86
12,Irrecoverable,0.17969,8,Other,Employed,True,"$75,000-99,999",7916.666667,7500,667.21,147
36,Completed,0.20462,8,Debt Consolidation,Employed,False,"$50,000-74,999",6239.333333,7000,248.84,107
36,Completed,0.37453,5,Debt Consolidation,Full-time,False,"$50,000-74,999",4250.0,3000,127.77,47
36,Irrecoverable,0.35643,5,Debt Consolidation,Employed,False,"$25,000-49,999",2600.0,4000,174.2,82
36,Completed,0.124,8,Other,Full-time,False,"$50,000-74,999",5067.166667,8000,259.23,132
36,Irrecoverable,0.34621,3,Home Improvement,Employed,False,"$25,000-49,999",3986.666667,7000,300.97,118
36,Completed,0.15144,9,Other,Part-time,True,"$1-24,999",967.333333,2500,84.23,73
36,Completed,0.2832,4,Debt Consolidation,Full-time,False,"$50,000-74,999",4666.666667,4000,161.16,4
60,Irrecoverable,0.15936,9,Other,Employed,True,"$25,000-49,999",2083.333333,7000,161.57,152
36,Completed,0.24246,7,Business,Other,False,"$1-24,999",1625.0,4000,149.65,26
36,Completed,0.39153,8,Other,Full-time,False,"$25,000-49,999",3333.333333,1000,45.24,24
36,Completed,0.35797,3,Home Improvement,Self-employed,True,"$100,000+",8333.333333,4000,173.71,64
36,Irrecoverable,0.35797,3,Other,Self-employed,False,"$25,000-49,999",2083.333333,2500,108.57,1
60,Irrecoverable,0.25451,5,Home Improvement,Employed,True,"$50,000-74,999",6000.0,14000,394.1,17
60,Completed,0.25861,6,Debt Consolidation,Employed,True,"$50,000-74,999",5416.666667,15000,425.71,158
36,Completed,0.10436,9,Debt Consolidation,Full-time,False,"$25,000-49,999",2916.666667,6500,204.74,183
36,Completed,0.35797,4,Debt Consolidation,Employed,True,"$100,000+",12083.333333,2000,86.85,1
36,Completed,0.20321,8,Other,Full-time,True,"$50,000-74,999",4166.666667,5000,178.24,89
36,Completed,0.31258,8,Business,Self-employed,False,"$1-24,999",1708.333333,1000,40.99,25
36,Completed,0.38058,6,Other,Employed,False,"$25,000-49,999",2500.0,2500,112.17,74
12,Completed,0.07932,10,Debt Consolidation,Employed,False,"$100,000+",10000.0,9000,778.7,213
36,Irrecoverable,0.28974,7,Other,Employed,False,"$25,000-49,999",3987.5,2000,79.64,26
36,Completed,0.23149,9,Debt Consolidation,Full-time,False,"$100,000+",8333.333333,8500,319.8,244
36,Completed,0.35797,3,Debt Consolidation,Not employed,True,$0,0.0,4000,173.71,71
36,Completed,0.15833,6,Debt Consolidation,Employed,True,"$75,000-99,999",7125.0,6000,202.13,1
36,Completed,0.15375,8,Business,Employed,False,"$50,000-74,999",4166.666667,7000,234.31,78
36,Completed,0.31308,5,Other,Retired,False,"$1-24,999",1625.0,2000,82.46,36
36,Completed,0.2837,6,Debt Consolidation,Employed,True,"$50,000-74,999",5166.666667,12600,497.78,4
36,Completed,0.33286,2,Debt Consolidation,Employed,True,"$75,000-99,999",8083.333333,3500,147.28,3
36,Completed,0.17359,5,Debt Consolidation,Employed,True,"$100,000+",10833.333333,13500,464.62,187
36,Completed,0.18183,8,Home Improvement,Full-time,True,"$25,000-49,999",2750.0,2500,67.71,114
36,Irrecoverable,0.18725,5,Debt Consolidation,Employed,True,"$75,000-99,999",6416.666667,10000,347.09,140
36,Completed,0.20462,9,Other,Employed,True,"$75,000-99,999",7083.333333,2000,71.1,16
36,Irrecoverable,0.35858,5,Debt Consolidation,Employed,True,"$25,000-49,999",3000.0,5000,218.33,54
36,Completed,0.2951,5,Other,Employed,True,"$25,000-49,999",3416.666667,4000,161.14,39
36,Completed,0.08577,10,Debt Consolidation,Employed,True,"$100,000+",8333.333333,15000,464.8,272
36,Completed,0.30532,6,Debt Consolidation,Employed,True,"$100,000+",10833.333333,5000,204.1,19
36,Irrecoverable,0.30532,6,Debt Consolidation,Employed,True,"$50,000-74,999",6110.333333,5000,204.1,45
36,Completed,0.35797,4,Debt Consolidation,Other,False,"$1-24,999",791.666667,4000,173.71,32
36,Completed,0.35797,3,Medical/Dental,Self-employed,True,"$50,000-74,999",4166.666667,2400,104.22,39
36,Completed,0.22362,7,Home Improvement,Full-time,False,"$25,000-49,999",3666.666667,4000,146.6,11
60,Irrecoverable,0.25041,7,Debt Consolidation,Employed,False,"$1-24,999",149.0,15000,418.82,52
60,Completed,0.25625,3,Debt Consolidation,Employed,True,"$25,000-49,999",3333.333333,5000,141.24,45
36,Irrecoverable,0.35643,4,Debt Consolidation,Employed,False,"$1-24,999",2009.25,3500,152.42,56
36,Completed,0.35285,2,Debt Consolidation,Self-employed,True,"$25,000-49,999",3333.333333,4000,172.6,2
36,Completed,0.202,8,Debt Consolidation,Employed,True,"$50,000-74,999",4416.666667,10000,361.47,69
36,Irrecoverable,0.37453,4,Debt Consolidation,Full-time,False,"$50,000-74,999",4583.333333,6500,294.03,59
36,Completed,0.25424,7,Business,Employed,True,"$100,000+",9333.333333,3500,133.65,36
36,Completed,0.30532,6,Business,Employed,True,"$75,000-99,999",6666.666667,7000,285.74,125
60,Completed,0.25451,4,Debt Consolidation,Full-time,False,"$25,000-49,999",3008.333333,10000,281.5,70
12,Completed,0.24532,7,Debt Consolidation,Employed,False,"$100,000+",11666.666667,9000,819.65,54
36,Completed,0.26681,5,Other,Employed,False,"$100,000+",8541.666667,2000,77.28,15
36,Completed,0.26854,9,Debt Consolidation,Full-time,False,"$25,000-49,999",2513.333333,1000,38.71,21
36,Completed,0.35797,2,Auto & Other Vehicles,Employed,True,"$25,000-49,999",3416.666667,4000,173.71,1
36,Completed,0.1716,8,Debt Consolidation,Employed,True,"$100,000+",9333.333333,10868,376.67,104
36,Completed,0.24822,8,Debt Consolidation,Full-time,False,"$25,000-49,999",2916.666667,6100,234.7,188
36,Completed,0.21223,5,Debt Consolidation,Not employed,False,$0,0.0,2500,91.64,1
36,Completed,0.06337,10,Debt Consolidation,Self-employed,False,"$25,000-49,999",2083.333333,1200,36.51,7
36,Completed,0.13423,9,Other,Full-time,True,"$75,000-99,999",6750.0,2500,82.2,134
60,Completed,0.16487,8,Debt Consolidation,Employed,False,"$1-24,999",1750.0,8000,188.85,115
12,Completed,0.06589,10,Home Improvement,Employed,False,"$100,000+",9333.333333,2000,171.81,49
12,Completed,0.35843,5,Other,Employed,False,"$50,000-74,999",5223.666667,7500,719.0,94
36,Completed,0.17069,8,Debt Consolidation,Employed,True,"$75,000-99,999",7750.0,7500,259.62,100
36,Irrecoverable,0.35797,5,Business,Employed,False,"$25,000-49,999",3543.833333,4000,173.71,23
36,Irrecoverable,0.33973,3,Home Improvement,Employed,True,"$50,000-74,999",6129.166667,4000,169.78,14
36,Completed,0.33665,5,Debt Consolidation,Employed,True,"$25,000-49,999",3916.666667,3500,147.99,32
36,Irrecoverable,0.17359,6,Debt Consolidation,Employed,True,"$50,000-74,999",4666.666667,5500,189.29,117
36,Completed,0.28574,8,Other,Full-time,True,"$50,000-74,999",5791.666667,4000,161.7,144
36,Completed,0.24758,7,Home Improvement,Employed,True,"$25,000-49,999",3666.666667,5000,188.35,81
36,Irrecoverable,0.27773,5,Other,Full-time,False,"$25,000-49,999",3416.666667,5000,196.93,32
12,Completed,0.29,6,Debt Consolidation,Employed,True,"$25,000-49,999",3750.0,4000,368.78,20
60,Completed,0.25718,5,Debt Consolidation,Employed,False,"$75,000-99,999",7916.666667,20000,565.99,7
36,Completed,0.28498,6,Other,Employed,False,"$25,000-49,999",3000.0,2000,0.0,63
60,Completed,0.16487,8,Other,Employed,False,"$75,000-99,999",7000.0,10000,236.07,172
60,Completed,0.1263,8,Home Improvement,Employed,True,"$100,000+",9812.166667,17301,378.67,340
36,Irrecoverable,0.29486,6,Debt Consolidation,Employed,False,"$25,000-49,999",3833.333333,9500,380.79,4
36,Completed,0.30899,2,Debt Consolidation,Employed,True,"$100,000+",12500.0,4000,163.28,1
60,Completed,0.22283,4,Debt Consolidation,Other,True,"$100,000+",10000.0,25000,660.12,364
36,Completed,0.17018,8,Other,Full-time,True,"$50,000-74,999",5333.333333,10000,345.92,332
36,Completed,0.26292,9,Business,Full-time,False,"$25,000-49,999",2500.0,2000,78.47,54
36,Completed,0.28574,7,Home Improvement,Full-time,True,"$100,000+",12833.333333,3000,121.27,74
36,Completed,0.28974,6,Other,Full-time,True,"$50,000-74,999",4666.0,7000,278.73,2
36,Irrecoverable,0.35797,3,Other,Employed,True,"$50,000-74,999",4416.666667,4000,173.71,74
36,Completed,0.31053,8,Debt Consolidation,Full-time,True,"$100,000+",8750.0,8500,349.3,253
36,Completed,0.17359,8,Debt Consolidation,Employed,False,"$50,000-74,999",4750.0,2500,86.04,41
36,Completed,0.20053,6,Other,Employed,True,"$25,000-49,999",2500.0,4000,141.4,106
36,Irrecoverable,0.34887,2,Other,Retired,True,"$25,000-49,999",3166.0,4000,172.56,44
36,Completed,0.34302,5,Business,Self-employed,False,"$50,000-74,999",4166.666667,1200,51.57,53
36,Completed,0.14857,6,Medical/Dental,Employed,True,"$50,000-74,999",4333.333333,5000,166.14,55
36,Completed,0.24587,6,Other,Full-time,True,"$75,000-99,999",6708.333333,1300,0.0,93
36,Irrecoverable,0.32538,3,Debt Consolidation,Employed,False,"$25,000-49,999",2600.0,4000,166.73,67
60,Completed,0.13084,10,Home Improvement,Employed,True,"$100,000+",8916.666667,25000,541.69,205
36,Completed,0.35285,2,Household Expenses,Employed,True,"$75,000-99,999",8000.0,3000,129.45,15
36,Completed,0.29588,7,Debt Consolidation,Full-time,True,"$25,000-49,999",3916.666667,7000,286.72,227
36,Completed,0.11296,9,Debt Consolidation,Full-time,True,"$50,000-74,999",5000.0,4500,143.52,137
12,Completed,0.18829,8,Home Improvement,Employed,False,"$100,000+",10000.0,3500,312.59,53
36,Completed,0.13301,10,Debt Consolidation,Employed,True,"$100,000+",15416.666667,6001,195.05,1
36,Completed,0.21025,5,Debt Consolidation,Employed,True,"$50,000-74,999",5708.333333,10000,358.22,185
36,Completed,0.26681,6,Debt Consolidation,Employed,False,"$25,000-49,999",3750.0,3450,133.31,7
36,Completed,0.22338,9,Debt Consolidation,Full-time,False,"$25,000-49,999",3250.0,6000,223.29,221
36,Completed,0.30532,6,Other,Employed,True,"$50,000-74,999",4565.583333,2500,102.05,49
36,Irrecoverable,0.26681,3,Debt Consolidation,Other,False,"$25,000-49,999",3484.0,10000,386.42,147
60,Irrecoverable,0.35838,5,Home Improvement,Part-time,False,"$1-24,999",900.0,4000,136.98,6
36,Completed,0.19236,6,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,12000,419.46,1
36,Completed,0.28498,7,Other,Employed,False,"$25,000-49,999",3083.333333,2000,79.52,86
36,Completed,0.35858,5,Other,Employed,False,"$75,000-99,999",6666.666667,3000,131.0,59
36,Completed,0.12528,9,Other,Employed,False,"$25,000-49,999",3083.333333,10000,321.45,180
60,Completed,0.35838,1,Debt Consolidation,Employed,True,"$50,000-74,999",5000.0,4000,136.98,8
36,Completed,0.18173,8,Debt Consolidation,Employed,True,"$50,000-74,999",5373.333333,4500,158.18,101
36,Irrecoverable,0.35643,4,Debt Consolidation,Employed,False,"$75,000-99,999",7416.666667,5000,217.74,95
36,Completed,0.32576,2,Debt Consolidation,Employed,True,"$75,000-99,999",6493.5,7500,314.25,18
60,Irrecoverable,0.31375,5,Debt Consolidation,Employed,True,"$75,000-99,999",7000.0,15000,473.39,102
36,Completed,0.19645,8,Debt Consolidation,Employed,False,"$25,000-49,999",2833.333333,10800,379.64,136
36,Irrecoverable,0.35643,2,Debt Consolidation,Self-employed,True,"$100,000+",13322.0,4000,174.2,13
36,Completed,0.21372,8,Debt Consolidation,Employed,True,"$50,000-74,999",5416.666667,10000,359.92,192
36,Completed,0.17069,8,Debt Consolidation,Employed,True,"$25,000-49,999",4000.0,15000,519.25,374
36,Completed,0.21476,5,Other,Full-time,True,"$25,000-49,999",4083.333333,1500,54.98,12
60,Irrecoverable,0.29495,2,Debt Consolidation,Employed,False,"$25,000-49,999",2529.166667,10000,304.58,172
36,Completed,0.17359,7,Other,Employed,True,"$25,000-49,999",3153.666667,3327,114.5,57
36,Completed,0.22742,4,Business,Employed,False,"$50,000-74,999",5000.0,5000,183.33,85
36,Completed,0.20321,8,Debt Consolidation,Full-time,False,"$75,000-99,999",6666.666667,7500,267.36,167
36,Completed,0.24822,8,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",2600.0,5000,192.38,85
36,Completed,0.26047,4,Other,Other,False,"$25,000-49,999",2500.0,4000,153.28,1
36,Completed,0.09643,8,Debt Consolidation,Full-time,True,"$25,000-49,999",3427.333333,10000,319.4,377
36,Completed,0.34621,7,Debt Consolidation,Employed,True,"$50,000-74,999",4500.0,5500,236.48,65
36,Irrecoverable,0.34577,4,Business,Self-employed,True,"$50,000-74,999",4200.0,2000,85.54,10
36,Completed,0.35643,4,Other,Employed,True,"$50,000-74,999",4583.333333,7500,326.62,47
36,Completed,0.32436,2,Debt Consolidation,Employed,True,"$100,000+",8750.0,4000,166.52,6
36,Irrecoverable,0.35643,2,Home Improvement,Employed,True,"$50,000-74,999",5000.0,4000,174.2,60
60,Completed,0.20358,9,Other,Employed,False,"$100,000+",12500.0,15000,384.58,283
12,Completed,0.18278,7,Auto & Other Vehicles,Full-time,False,"$50,000-74,999",4166.666667,2000,176.37,30
36,Completed,0.2239,9,Other,Full-time,True,"$25,000-49,999",2500.0,1500,55.67,41
36,Completed,0.14358,9,Debt Consolidation,Employed,True,"$25,000-49,999",2666.666667,4500,148.48,83
36,Irrecoverable,0.36868,6,Debt Consolidation,Full-time,True,"$50,000-74,999",4267.833333,1500,67.13,63
36,Completed,0.1717,8,Debt Consolidation,Full-time,False,"$100,000+",10416.666667,8000,277.32,262
36,Completed,0.11094,9,Debt Consolidation,Full-time,False,"$25,000-49,999",2666.666667,2000,63.6,120
60,Irrecoverable,0.2699,4,Home Improvement,Employed,True,"$75,000-99,999",6541.666667,9500,275.67,4
60,Irrecoverable,0.22693,8,Other,Employed,False,"$25,000-49,999",2916.666667,4000,106.51,9
36,Irrecoverable,0.11332,10,Debt Consolidation,Full-time,True,"$75,000-99,999",6266.666667,1500,47.7,91
60,Completed,0.21576,4,Debt Consolidation,Employed,False,"$25,000-49,999",3976.25,13000,338.3,1
60,Irrecoverable,0.16491,9,Business,Employed,True,"$50,000-74,999",4666.666667,10000,238.42,87
36,Completed,0.13119,9,Business,Self-employed,False,"$1-24,999",1666.666667,2000,5.1,152
12,Completed,0.18192,4,Medical/Dental,Employed,True,"$50,000-74,999",5300.0,2000,178.13,33
36,Completed,0.22466,4,Debt Consolidation,Employed,True,"$50,000-74,999",6158.333333,15000,547.95,101
36,Completed,0.22338,9,Debt Consolidation,Full-time,True,"$75,000-99,999",7416.666667,3500,130.25,104
60,Completed,0.35838,6,Other,Employed,False,"$25,000-49,999",3333.333333,2000,68.49,36
36,Irrecoverable,0.35643,4,Other,Employed,False,"$1-24,999",2000.0,4500,195.97,4
60,Irrecoverable,0.20705,6,Debt Consolidation,Employed,False,"$75,000-99,999",7833.333333,10000,255.57,175
36,Irrecoverable,0.37453,5,Other,Full-time,True,"$25,000-49,999",3333.333333,4000,180.94,153
36,Irrecoverable,0.22742,2,Debt Consolidation,Employed,True,"$75,000-99,999",6291.666667,15000,549.99,242
36,Completed,0.18316,7,Auto & Other Vehicles,Employed,False,"$50,000-74,999",5000.0,2500,86.28,57
36,Completed,0.35858,6,Other,Employed,False,"$50,000-74,999",5833.333333,5000,218.33,75
36,Completed,0.13524,9,Other,Full-time,True,"$100,000+",20000.0,7500,246.96,226
60,Completed,0.1658,7,Home Improvement,Employed,False,"$100,000+",10833.333333,10000,234.08,133
36,Irrecoverable,0.30532,6,Home Improvement,Other,False,"$1-24,999",1416.666667,5000,204.1,101
36,Completed,0.32459,6,Home Improvement,Full-time,True,"$25,000-49,999",3343.75,3000,127.49,82
36,Completed,0.1322,8,Debt Consolidation,Employed,True,"$100,000+",14833.333333,15000,491.79,54
36,Completed,0.25371,2,Medical/Dental,Employed,True,"$50,000-74,999",4166.666667,4000,151.91,1
36,Completed,0.08792,9,Other,Full-time,True,"$100,000+",10416.666667,10000,315.44,300
36,Irrecoverable,0.31053,5,Home Improvement,Retired,False,"$25,000-49,999",2166.666667,2000,82.19,70
36,Irrecoverable,0.31308,8,Other,Employed,False,"$25,000-49,999",2500.0,2100,86.58,6
36,Irrecoverable,0.35132,4,Business,Employed,False,"$25,000-49,999",2500.0,7000,302.9,94
60,Completed,0.24252,7,Debt Consolidation,Full-time,False,"$50,000-74,999",4166.666667,10000,276.13,123
36,Completed,0.12461,8,Business,Full-time,True,"$25,000-49,999",3333.333333,3000,97.3,155
36,Completed,0.09534,8,Home Improvement,Employed,False,"$25,000-49,999",3750.0,10000,314.24,1
36,Irrecoverable,0.35858,6,Other,Employed,False,"$25,000-49,999",2166.666667,5000,218.33,94
36,Irrecoverable,0.37453,5,Other,Full-time,False,"$25,000-49,999",3333.333333,5000,226.18,42
36,Completed,0.20321,8,Debt Consolidation,Employed,False,"$25,000-49,999",2500.0,7500,267.36,57
36,Completed,0.28488,6,Debt Consolidation,Self-employed,False,"$25,000-49,999",3500.0,7500,298.16,110
36,Irrecoverable,0.33393,3,Debt Consolidation,Full-time,False,"$75,000-99,999",7083.333333,7500,322.51,41
36,Completed,0.26528,7,Auto & Other Vehicles,Employed,True,"$50,000-74,999",4750.0,4000,154.26,39
36,Completed,0.35797,4,Home Improvement,Employed,True,"$50,000-74,999",5616.0,4000,173.71,94
36,Irrecoverable,0.34577,4,Debt Consolidation,Employed,False,"$25,000-49,999",3583.333333,7500,320.77,132
36,Completed,0.22456,4,Debt Consolidation,Employed,True,"$75,000-99,999",6750.0,7500,273.94,132
36,Completed,0.25424,8,Other,Full-time,False,"$1-24,999",1505.25,2000,76.37,37
36,Completed,0.29394,6,Home Improvement,Employed,True,"$1-24,999",1666.666667,4000,160.14,52
12,Completed,0.25214,6,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,4000,365.56,40
36,Completed,0.29107,7,Auto & Other Vehicles,Employed,False,"$50,000-74,999",4833.333333,5000,199.43,45
36,Completed,0.35643,3,Debt Consolidation,Employed,True,"$25,000-49,999",3272.5,4000,174.2,11
12,Completed,0.29167,2,Business,Self-employed,True,"$50,000-74,999",6000.0,4000,372.97,80
36,Completed,0.35132,4,Home Improvement,Other,False,"$50,000-74,999",4365.416667,5500,237.99,5
36,Completed,0.37453,4,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",3333.333333,3250,147.02,45
36,Irrecoverable,0.25391,9,Other,Self-employed,False,"$1-24,999",833.333333,1125,42.96,41
60,Completed,0.20358,8,Other,Employed,True,"$50,000-74,999",5000.0,8000,205.11,120
36,Completed,0.30131,3,Other,Employed,False,"$75,000-99,999",7916.666667,4000,161.67,1
36,Irrecoverable,0.2951,7,Other,Other,True,"$25,000-49,999",2176.0,7500,302.14,111
36,Completed,0.1236,9,Other,Full-time,True,"$50,000-74,999",5166.666667,3000,97.15,193
12,Completed,0.20857,8,Home Improvement,Employed,False,"$25,000-49,999",3333.333333,2770,250.0,26
12,Completed,0.17969,8,Debt Consolidation,Employed,False,"$75,000-99,999",8000.0,4200,373.64,36
36,Completed,0.29588,7,Debt Consolidation,Full-time,False,"$25,000-49,999",3333.333333,6000,245.76,115
36,Completed,0.22872,7,Business,Employed,True,"$25,000-49,999",3900.0,11053,407.9,260
36,Completed,0.29394,6,Other,Employed,False,"$25,000-49,999",2500.0,2500,100.09,35
36,Completed,0.31053,6,Debt Consolidation,Employed,False,"$25,000-49,999",3241.333333,7000,287.66,214
60,Completed,0.14768,9,Debt Consolidation,Employed,False,"$100,000+",8750.0,10000,229.58,226
